id,synagogue_id,entry_type,content,year,year_range_start,year_range_end,circa,source,source_url,created_at,created_by,approved,approved_by,approved_at
4e76b1d2-c4e7-4b6f-8b45-a1ddc66b8557,3390d514-9991-405c-bbbe-b9d6c305ccf6,general,"Formed in '50's from combination of Young People's Shaare Israel, Young People of Beth Samuel, Young People of B'nai Moishe",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
e75d4e52-da93-4186-985c-4cb9e508735a,33c128f7-6e2e-4dbb-ae4f-7b4c21acdbdc,general,Served the businesses at 52nd & Haverford in early 20's. By late 30's many had moved. House remodeled as synagogue in 1925.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
005af03a-a496-4fad-8a0c-37af5500dabe,34857c4e-9bd5-42a4-92cd-1983798af873,general,Moved from Strawberry Mansion in the late 50's.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
0e4fb92b-04c2-45b7-8439-1b8d83b96433,354018a4-939a-40d6-bbec-b9746b873499,general,Began for charitable & devotional purposes at 528 Bainbridge by Simon Nager before moving south to Catherine St.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
af327c22-4614-45cb-81ce-ff4294d45ee3,35925121-b5fd-4da4-8f6f-4af906bf0466,general,Served commercial strip at 63rd & Woodland,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
89ef06f4-a34e-4616-b817-ab3b930937b7,359cdc1c-2792-4126-a09c-b39a181f17ff,general,"Located in 4th St. business district. Became the R' Hirshel Shul in 1924. Congregation chartered a new synagogue, Congregation Chevra Tehilim, at 715 S. 5th in 1925 in a converted three storey row home.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
88382079-4f9a-48c9-a1bc-6e3e969fc7fa,35a52e59-11eb-4af3-a24d-de4eb854f95f,general,Started as a Landsleit Shul. Met in rented quarters near Richmond's Upholstery shop.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
764e3bf9-cc5a-42d9-b257-e54fbd73ab06,3990603b-2765-47c8-a7fe-aa17fdfa210f,general,"Name changed from Samuel Rosa Nathan Ohev Zedek to [Chevra] Ohev Zedek in 1897. Began in rented rooms at 312 New St and then at a hall on NW corner at 2nd & Fairmount Sts until purchase of church at 7th & Oxford Sts. Combined in 1958 with Mt. Airy Orthodox Congregation to become Congregation Ohev Zedek. Built new synagogue at Mount Pleasant & Woolston Aves. in 1959/60. In 1968 the congregation Aitz Chaim Zichron Yaackov of Strawberry Mansion combined with Ohev Zedek to form, Congregation Ohev Zedek Aitz Chaim Zichron Yaacov. In the 70's the Logan synagogue was sold, and the congregation combined again - with B'nai Yisroel Anshe Sfard of Logan - to become B'nai Israel - Ohev Zedek, and moved to the NE, at Castor & Solly Aves. [Origins reported as a Hungarian Landsmenshaften, though not according to initial charter. ]",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
27445efd-61a8-48a5-8f1d-73858c7d54de,3ae04933-d739-4c46-8467-8992b75c7730,general,"""Chapel"" opened in 1958",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
4605c780-8757-4e47-b69b-db81d234bb35,3b63c67e-a3d7-451f-aa52-b40f9be7b7da,general,Members broke away from the Eastern Women's Talmud Torah. The EWTT leased premises to the new congregation until mortgage was paid. Place for local businessmen to say Kaddish. Records held by Kerpel Rosenfeld (148 Vine St) and Jean Schurr (146 Vine St).,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
fc7c095f-9b8d-4bff-8931-d369034799a1,3b9455ad-d12e-40dd-bc04-590410ea3716,general,256-54 E. Roosevelt Blvd used as a religious school & synagogue. New synagogue was built 1948-51. Combined with Beth Emeth of Oxford Circle in the early 1980's,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
1295111d-f0ae-4261-8732-6075bc9b1588,3c6567a9-11e9-4475-bc88-563622944d76,general,Sexton lived upstairs in 1930's,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
cd787867-7ea2-41d6-96ce-4a44d18387ec,3cc790a3-432d-4dfd-a32d-b2c19c962861,general,Free education subsidized by local businessmen. Members also met for services.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
a1bb9a93-923d-41cb-abca-e863636c1159,3ce6f0d3-27bd-412f-9ecd-62f1db37c768,general,First met at 1981 Upland Way as a Conservative congregation. Became Traditionalist in the late 40's. Failing by the early 70's. Combined with Temple Adath Israel in 1985.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
57b00717-1776-46e8-8ba1-77a2f2e306a8,3e49e591-76cb-462f-ae77-689afb7ed5ba,general,Services in rented space at 59 N. Salford until 1922 when new synagogue was built. Merged in early 1960's with ??? at 60th & Larchwood.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
e833c576-2a34-405a-be86-5155382959fc,3e49e591-76cb-462f-ae77-689afb7ed5ba,general,"Served businessmen of South St., west of Broad at 1706 South St. Moved to 704 S.19th St, then 21st & South, above a pool hall. Had Sunday School. Converted a three storey home in 1912. [Austro-Hungarian]",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
8ad12004-e418-4dd6-b792-b9c6438f500c,3e82e26e-4ffc-4934-a099-97af44a122de,general,"Services at home of founder, Mr. Witkin, 2159 Ridge Ave. Served Columbia Ave. business district. White brick Romanesque building dedicated in 1914. Records held by Moishe Shainson (2006 Ridge Ave).",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
15b98a7b-5e38-4f57-bab9-2a88d83045c5,3e82e26e-4ffc-4934-a099-97af44a122de,general,Started as a mutual aid society; eventually formed its own congregation and acquired a building in 1940.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
f074fd8e-31fe-410d-950a-61fb1aae15ac,3e82e26e-4ffc-4934-a099-97af44a122de,general,Met in private homes until purchase of three-storey red brick building on S. 3rd. Combined with Shari Zedek Anshe Reisicher in the late 1920's.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
07a1a38e-9892-484d-94ea-e98fa58eac7c,3e82e26e-4ffc-4934-a099-97af44a122de,general,Services held in private homes until building purchased and remodeled in 1916. [Rumanian],null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
55b56a80-f99b-46fd-a871-9945885bdfbb,3e82e26e-4ffc-4934-a099-97af44a122de,general,Formed by parents of Hebrew Sunday School Society.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
a16e28d6-da79-42db-a085-b11ef6d143f7,3e82e26e-4ffc-4934-a099-97af44a122de,general,Moved in 1974 to Northeast (Castor & Solly Aves.) B'nai Halberstam (6th & Green) combined with B'nai Israel in 1963 and again with Ohev Zedek (Mount Airy) in the late 1990's.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
f1cd304c-83e1-42b2-941e-b6b1324c7664,3eb7ee4d-890a-4489-9508-79db73b3f33b,general,"Members followed custom of ""Rimplen"" to raise funds for a new building. Rimplen gathered pledges by rotating the weekly Sabbath ""Kiddush"" among the members of the cong. Built at 54th & Wynnefield in 1926 and rebuilt after a fire in 1947. In the 1970's moved to current home.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
7747742a-00ce-41e1-9085-cad57b3f0968,40b11b59-4a38-41a0-9430-77f6fc97f878,general,Founded in the Pelham Club for young Jewish professionals. Current Shul was dedicated in 1954. Conservative transformed into ecumenical center under Rabbi Charry; he actively campaigned to stem suburban flight and foster inter-communal relations in Mount Airy.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
5badb12c-4e41-4b7e-80a7-0eb40da14510,40be35e8-7bf3-46d8-b869-5443139ad3cc,general,"Started as a Landsleit Shul. Rented rooms at 831 N. 8th until 1926 purchase of a 3 storey red brick building remodeled as Shul. Records held by Morris Levenson (1419 N 6th St). [Lubavitch, NE of Mohilev/ SE of Vitebsk]",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
c0a64bb5-31bf-4487-a80a-b3837a7fb125,4144d29f-addb-4420-8daa-d7c18943d4f7,general,Founded by Louis Levin & Mr. Kaplan in private homes (622 Morris St & elsewhere in vicinity) until 1914.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
05532452-ce0c-47e6-8648-1ce48aa480cc,455bf2bf-21e6-42a9-bb19-c7d29441595a,general,Formed from former members of Ahavath Israel of Oak Lane & N.16th St. Closed in 1970 and combined with Congregation Ner Zedek in the NE. [Austro-Hungarian],null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
88990691-8b99-47eb-8cde-b992d4194d06,455e78e5-34a6-43af-b094-5d99d481c855,general,Started as a Landsleit Shul.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
24043533-d4c6-4d76-9318-9b255b29436c,456072b8-6715-4975-bb42-16ff2507b523,general,Breakaway from Shaare Zedek to remain Orthodox. Building demolished.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
b5bfb094-20c5-4765-af3e-c28a7e1cd80b,45fe4c92-df74-43a2-a3de-0364772b8682,general,"First permanent home was a mansion retrofitted (by the previous congregation, Adath Israel) as a synagogue, at 410 Montgomery. A new structure was dedicated in June 1960. Renovated in 2006. Unlike many synagogues in the suburbs, had no precursor within Philadelphia. It was the first Reform Congregation on the Main Line.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
2c89b91f-aba5-4c96-afc9-1e41a76ba5a3,48291658-fb0f-4789-aee6-b2acc312987e,general,Purchased synagogue building from Agudas Achim Neizner Shul. [Rumanian],null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
bf839661-3452-4d5c-aef8-3b24ce11ab3a,49378aed-c09e-4251-bd13-2de11999d43b,ethnic_origin,"Originally, the Hebrew German Society Rodeph Shalom. Founded 1795. Incorporated as Rodeph Shalom in 1802. Rented space at Pear St & Margaretta St until establishing own synagogue at 1 Broad St (Moravian Alley). Moved in 1821 to Church Alley between 2nd & 3rd Sts, then to 15 Vine St, Cherry St above 5th Sts, and 4th above Vine & Wood. In 1847 moved into a Church on Juliana between 4th & 5th. In 1870 dedicated own synagogue building at Broad & Mount Vernon Sts. In 1928 moved to the current location. [Central European; German speaking]",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
a19493c7-44b6-4ced-839e-b24caa8fa1da,493dc0b7-fbcf-4ad4-86f2-cb6f7503baeb,general,"Named after founder, Jacob Israel Bernstein. Building purchased from Adath Jeshurun.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
4e20f390-5a5a-44b2-8c79-197155d1a196,4999ea56-a30f-44f0-a0f8-e9846be22420,general,Moved from Overbrook Park to Main Line in 2007.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
7ad5f552-2153-43b5-b84f-bd31f3341688,4a076d0d-95c2-4a11-8942-30f92e7361c9,general,"Founded by Samson, Dworkin & Litman. Services held in homes until synagogue built in 1929 on site of demolished home. Subsequently, the Millenium Baptist Church. Records held by Jacob Weiss (5262 Parkside Ave).",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
